item,brand,retail,release,lowestAsk,highestBid,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,img_path
Nike Kobe 6 Protro Grinch (2020),Nike,190,2020-12-24,400,850,1899,109,0.177038,3546,2.842,601,730,feetflix/Nike Kobe 6 Protro Grinch (2020).jpg
Air Jordan 1 Mid UNC (W),Jordan,115,2020-01-01,145,209,375,128,0.174426,2943,0.391,208,160,feetflix/Jordan 1 Mid UNC (W).jpg
Air Jordan 1 Low White Gym Red GS,Jordan,75,2021-05-10,97,105,169,42,0.14678,2699,0.533,93,115,feetflix/Jordan 1 Low White Gym Red GS.jpg
Nike Air Max 270 Triple Black,Nike,160,2018-03-16,118,111,232,85,0.064008,2239,-0.106,136,143,feetflix/Nike Air Max 270 Triple Black.jpg
Nike SB Dunk Low Pro ISO Orange Label Unbleached Pack Lilac,Nike,100,2021-09-01,212,366,622,174,0.114699,2224,1.29,267,229,feetflix/Nike SB Dunk Low Pro ISO Orange Label Unbleached Pack Lilac.jpg
Nike Air Force 1 Mid '07 Triple Black 2021,Nike,100,2021-01-01,103,115,250,25,0.118139,2205,0.25,129,125,feetflix/Nike Air Force 1 Mid '07 Triple Black 2021.jpg
Air Jordan 3 Retro Black Cement (2018),Jordan,200,2018-02-17,393,561,1000,290,0.176738,2049,0.555,473,311,feetflix/Jordan 3 Retro Black Cement (2018).jpg
Air Jordan 1 High Zoom Air CMFT Patent Chicago (W),Jordan,140,2022-02-22,135,188,414,101,0.094553,2046,0.214,185,170,feetflix/Jordan 1 High Zoom Air CMFT Patent Chicago (W).jpg
Nike Dunk Low SE Primal White (W),Nike,110,2021-12-22,82,80,190,53,0.100154,1691,-0.109,105,98,feetflix/Nike Dunk Low SE Primal White (W).jpg
Air Jordan 1 High Zoom Air CMFT Pink Oxford (W),Jordan,140,2022-02-01,145,180,279,56,0.106431,1482,0.079,186,151,feetflix/Jordan 1 High Zoom Air CMFT Pink Oxford (W).jpg
Nike RYZ 365 White (W),Nike,85,2021-06-12,55,85,201,25,0.154958,1474,-0.2,80,68,feetflix/Nike RYZ 365 White (W).jpg
Nike Overbreak SP Undercover Sail,Nike,160,2021-03-11,158,260,403,100,0.088659,1402,-0.125,220,140,feetflix/Nike Overbreak SP Undercover Sail.jpg
Nike SB Dunk Low Pro Dark Russet,Nike,100,2022-04-07,149,245,476,121,0.11751,1325,0.65,203,165,feetflix/Nike SB Dunk Low Pro Dark Russet.jpg
Nike Air Force 1 Low Athletic Club Black University Gold GS,Nike,85,2022-02-02,78,81,200,72,0.010642,856,-0.047,103,81,feetflix/Nike Air Force 1 Low Athletic Club Black University Gold GS.jpg
Nike Air Trainer 1 Utility SP Light Smoke Grey Honeydew Particle Grey,Nike,150,2022-04-14,115,145,399,92,0.153559,752,-0.18,136,123,feetflix/Nike Air Trainer 1 Utility SP Light Smoke Grey Honeydew Particle Grey.jpg
Air Jordan 1 Mid SE Diamond PS,Jordan,80,2022-02-09,88,85,220,45,0.105226,520,0.125,106,90,feetflix/Jordan 1 Mid SE Diamond PS.jpg
Nike Free Metcon 4 Black White,Nike,120,2021-04-01,69,105,221,26,0.15159,484,0.192,88,143,feetflix/Nike Free Metcon 4 Black White.jpg
Air Jordan 36 SE Glory,Jordan,185,2021-08-17,179,215,483,146,0.106206,471,-0.054,240,175,feetflix/Jordan 36 SE Glory.jpg
Air Jordan 1 Mid Washed Teal (W),Jordan,115,2022-04-01,140,140,259,112,0.107568,410,0.287,157,148,feetflix/Jordan 1 Mid Washed Teal (W).jpg
Nike Dunk Low SE Copy Paste,Nike,100,2022-05-01,111,132,258,99,0.091731,327,0.1,133,110,feetflix/Nike Dunk Low SE Copy Paste.jpg
Nike Air Zoom Maxfly More Uptempo White Black Red,Nike,200,2022-05-01,221,283,507,179,0.087457,205,0.495,310,299,feetflix/Nike Air Zoom Maxfly More Uptempo White Black Red.jpg
Nike Air Zoom Maxfly More Uptempo White Black Red,Nike,200,2022-05-01,221,283,507,179,0.087457,205,0.495,310,299,feetflix/Nike Air Zoom Maxfly More Uptempo White Black Red.jpg
Nike Dunk Low Clear Aqua PS,Nike,65,2022-02-27,77,82,202,46,0.213589,157,0.354,97,88,feetflix/Nike Dunk Low Clear Aqua PS.jpg
Nike Waffle One Summit White,Nike,100,2022-05-13,76,90,344,25,0.12074,8650,-0.2,107,80,feetflix/Nike Waffle One Summit White.jpg
Air Jordan 1 Retro High OG Heritage PS,Jordan,80,2022-05-25,68,75,140,54,0.080604,388,0.175,81,94,feetflix/Jordan 1 Retro High OG Heritage PS.jpg
Air Jordan 6 Retro Electric Green,Jordan,190,2021-06-05,199,261,418,140,0.133321,19595,0.363,225,259,feetflix/Jordan 6 Retro Electric Green.jpg
Nike Dunk High Aluminum (W),Nike,110,2021-09-30,213,225,378,128,0.104597,11309,1.118,195,233,feetflix/Nike Dunk High Aluminum (W).jpg
Air Jordan 1 Retro High OG Pollen GS,Jordan,130,2021-08-14,110,135,258,90,0.159056,10551,0.154,153,150,feetflix/Jordan 1 Retro High OG Pollen GS.jpg
Nike Dunk Low Pink Foam Red White GS,Nike,85,2021-08-31,185,186,295,106,0.041156,10427,1.212,170,188,feetflix/Nike Dunk Low Pink Foam Red White GS.jpg
Air Jordan 4 Retro Where the Wild Things Are GS,Jordan,140,2021-11-05,117,158,500,117,0.108891,9237,0.307,205,183,feetflix/Jordan 4 Retro Where the Wild Things Are GS.jpg
Air Jordan 1 Mid White Pollen Black,Jordan,120,2021-09-01,134,230,268,92,0.117144,7604,0.375,151,165,feetflix/Jordan 1 Mid White Pollen Black.jpg
Air Jordan 3 Retro A Ma Maniére (W),Jordan,200,2021-06-10,379,795,1253,0,0.188972,7159,2.695,481,739,feetflix/Jordan 3 Retro A Ma Maniére (W).jpg
Nike Air Force 1 Mid White '07,Nike,95,2016-01-01,81,125,249,29,0.235038,6825,-0.179,118,78,feetflix/Nike Air Force 1 Mid White '07.jpg
Air Jordan 1 Retro High Light Army Rust Shadow Patina,Jordan,170,2021-05-04,120,190,339,103,0.139654,6359,0.153,193,196,feetflix/Jordan 1 Retro High Light Army Rust Shadow Patina.jpg
adidas Yeezy Boost 350 V2 Tail Light,adidas,220,2020-02-22,326,381,775,250,0.104331,6208,1.127,381,468,feetflix/adidas Yeezy Boost 350 V2 Tail Light.jpg
Air Jordan 1 Low Light Smoke Grey,Jordan,90,2020-09-29,145,380,563,116,0.252704,6083,2.333,269,300,feetflix/Jordan 1 Low Light Smoke Grey.jpg
Nike Air Force 1 Low SP Undefeated 5 On It Blue Yellow Croc,Nike,120,2021-09-08,89,111,309,51,0.108835,5741,-0.142,117,103,feetflix/Nike Air Force 1 Low SP Undefeated 5 On It Blue Yellow Croc.jpg
Air Jordan 1 Low Spades,Jordan,110,2021-05-27,180,202,286,100,0.108631,4807,1.091,159,230,feetflix/Jordan 1 Low Spades.jpg
Nike Dunk Low Union Passport Pack Pistachio,Nike,150,2022-02-11,347,500,1049,304,0.085728,4247,1.833,440,425,feetflix/Nike Dunk Low Union Passport Pack Pistachio.jpg
Air Jordan 6 Retro Mint Foam (W),Jordan,200,2022-03-08,134,135,413,40,0.151622,3143,-0.295,206,141,feetflix/Jordan 6 Retro Mint Foam (W).jpg
Air Jordan 1 Elevate Low Wolf Grey (W),Jordan,140,2022-02-19,138,203,320,115,0.094842,2984,0.571,188,220,feetflix/Jordan 1 Elevate Low Wolf Grey (W).jpg
Air Jordan 12 Retro Low Golf Taxi,Jordan,220,2022-03-09,183,240,850,65,0.03581,2833,0.109,258,244,feetflix/Jordan 12 Retro Low Golf Taxi.jpg
Nike Air Max 1 Evolution Of Icons,Nike,140,2021-03-26,128,161,294,31,0.099236,2824,0.4,159,196,feetflix/Nike Air Max 1 Evolution Of Icons.jpg
Air Jordan 1 Low Mocha GS,Jordan,90,2021-12-11,144,153,267,119,0.053573,2805,0.744,165,157,feetflix/Jordan 1 Low Mocha GS.jpg
Nike React Phantom Run Flyknit 2 Flash Crimson Baltic Blue,Nike,145,2020-08-07,74,80,203,58,0.441316,2742,-0.6,138,58,feetflix/Nike React Phantom Run Flyknit 2 Flash Crimson Baltic Blue.jpg
Nike Air Max Plus Wolf Grey,Nike,160,2018-02-21,150,165,497,50,0.1457,2435,0.106,190,177,feetflix/Nike Air Max Plus Wolf Grey.jpg
Nike Dunk Low Medium Curry,Nike,110,2021-03-29,392,700,1449,300,0.1894,2424,2.9,471,429,feetflix/Nike Dunk Low Medium Curry.jpg
Air Jordan 1 Retro High Travis Scott,Jordan,175,2019-05-11,1693,2310,3554,1240,0.093369,2253,8.046,1855,1583,feetflix/Jordan 1 Retro High Travis Scott.jpg
Nike KD Trey 5 VIII White Royal Tint,Nike,90,2020-04-08,67,110,227,29,0.235582,1853,-0.078,112,83,feetflix/Nike KD Trey 5 VIII White Royal Tint.jpg
Nike Dunk Low Essential Paisley Pack Black (W),Nike,120,2022-01-01,205,325,475,176,0.163425,1837,1.817,252,338,feetflix/Nike Dunk Low Essential Paisley Pack Black (W).jpg
Air Jordan 1 Low White GS,Nike,75,2021-04-05,92,90,184,61,0.07645,1714,0.44,106,108,feetflix/Jordan 1 Low White GS.jpg
adidas Samba OG Cloud White Core Black,adidas,100,2018-01-01,95,200,250,25,0.168683,1406,0.41,114,141,feetflix/adidas Samba OG Cloud White Core Black.jpg
adidas Yeezy Foam RNNR Stone Sage (Kids),adidas,60,2022-03-11,116,121,219,87,0.187736,1333,0.767,133,106,feetflix/adidas Yeezy Foam RNNR Stone Sage (Kids).jpg
Nike SB Dunk Low Wasted Youth,Nike,110,2021-04-06,119,255,407,101,0.152791,1242,1.145,227,236,feetflix/Nike SB Dunk Low Wasted Youth.jpg
Air Jordan 6 Retro Midnight Navy 2022 GS,Jordan,150,2022-05-11,99,105,360,68,0.146885,1026,-0.273,148,109,feetflix/Jordan 6 Retro Midnight Navy 2022 GS.jpg
Nike SB Dunk High Pro Mineral Slate Suede,Nike,120,2022-02-19,135,140,233,86,0.059394,938,0.2,155,144,feetflix/Nike SB Dunk High Pro Mineral Slate Suede.jpg
Crocs Classic Clog Lucky Charms Magically Delicious,Crocs,60,2022-03-17,70,80,150,50,0.138075,549,0.167,88,70,feetflix/Crocs Classic Clog Lucky Charms Magically Delicious.jpg
Air Jordan Legacy 312 Low Chicago Red,Jordan,130,2022-03-31,125,125,245,100,0.157089,489,0.008,154,131,feetflix/Jordan Legacy 312 Low Chicago Red.jpg
Nike Air Zoom Pegasus 37 White Multi-Color,Nike,120,2020-07-01,86,90,385,61,0.107812,469,-0.225,121,93,feetflix/Nike Air Zoom Pegasus 37 White Multi-Color.jpg
Nike Dunk Low Retro Sun Club Burn Sunrise (W),Nike,100,2022-05-01,129,191,384,116,0.120595,444,0.6,171,160,feetflix/Nike Dunk Low Retro Sun Club Burn Sunrise (W).jpg
Nike Metcon 7 Light Smoke Grey,Nike,130,2021-07-03,96,95,270,80,0.088683,439,-0.269,146,95,feetflix/Nike Metcon 7 Light Smoke Grey.jpg
Nike Metcon 7 Light Smoke Grey,Nike,130,2021-07-03,96,95,270,80,0.088683,439,-0.269,146,95,feetflix/Nike Metcon 7 Light Smoke Grey.jpg
Air Jordan 12 Retro Low Golf NRG P22 Laser Game Royal,Jordan,220,2022-05-20,155,240,896,140,0.154632,325,-0.241,263,167,feetflix/Jordan 12 Retro Low Golf NRG P22 Laser Game Royal.jpg
Nike Air Max Koko White (W),Nike,100,2020-04-10,70,65,169,40,0.076826,168,-0.21,86,79,feetflix/Nike Air Max Koko White (W).jpg
New Balance 2002R Protection Pack Vintage Orange,New Balance,150,2021-08-20,224,254,362,174,0.139243,51,0.593,245,239,feetflix/New Balance 2002R Protection Pack Vintage Orange.jpg
adidas Ultra Boost Mark Gonzales Shmoo,adidas,180,2022-06-09,172,191,299,179,0.057229,26,0.05,207,189,feetflix/adidas Ultra Boost Mark Gonzales Shmoo.jpg
Air Jordan 12 Retro Utility,Jordan,190,2021-08-21,208,250,487,127,0.1847,19901,0.053,229,200,feetflix/Jordan 12 Retro Utility.jpg
Nike Air Force 1 Low Hare Space Jam,Nike,120,2021-07-16,145,160,491,100,0.102852,16078,0.3,166,156,feetflix/Nike Air Force 1 Low Hare Space Jam.jpg
adidas Yeezy 500 Taupe Light,adidas,200,2021-06-05,220,230,422,161,0.118735,13623,0.225,268,245,feetflix/adidas Yeezy 500 Taupe Light.jpg
Nike Blazer Mid 77 White Indigo,Nike,110,2021-05-20,106,220,385,40,0.448068,12397,-0.036,131,106,feetflix/Nike Blazer Mid 77 White Indigo.jpg
Air Jordan 12 Retro Royalty Taxi GS,Jordan,140,2021-11-13,105,121,279,76,0.252654,9923,-0.45,167,77,feetflix/Jordan 12 Retro Royalty Taxi GS.jpg
Air Jordan 14 Retro Winterized Archaeo Brown,Jordan,210,2021-10-16,179,185,499,141,0.105441,6963,-0.19,230,170,feetflix/Jordan 14 Retro Winterized Archaeo Brown.jpg
Air Jordan 11 Retro Low IE Bred 2021,Jordan,170,2021-09-17,121,200,341,100,0.21165,6145,-0.047,177,162,feetflix/Jordan 11 Retro Low IE Bred 2021.jpg
Nike Dunk High AMBUSH Flash Lime,Nike,180,2021-07-30,181,215,511,120,0.05557,5929,0.2,221,216,feetflix/Nike Dunk High AMBUSH Flash Lime.jpg
Nike SB Dunk Low Fog,Nike,100,2021-11-01,145,229,400,115,0.158944,5366,0.64,206,164,feetflix/Nike SB Dunk Low Fog.jpg
Air Jordan 4 Retro Fire Red (2020) GS,Jordan,150,2020-11-28,225,297,521,154,0.10211,3974,1.093,289,314,feetflix/Jordan 4 Retro Fire Red (2020) GS.jpg
Air Jordan 11 Retro Low Concord Bred,Jordan,185,2020-06-27,272,290,601,190,0.082294,3936,0.481,279,274,feetflix/Jordan 11 Retro Low Concord Bred.jpg
Nike Dunk High Cashmere (W),Nike,110,2021-10-20,93,80,269,40,0.296449,3917,-0.455,121,60,feetflix/Nike Dunk High Cashmere (W).jpg
adidas Yeezy Boost 350 V2 Citrin (Non-Reflective),adidas,220,2019-09-23,249,477,849,150,0.095001,3406,0.282,318,282,feetflix/adidas Yeezy Boost 350 V2 Citrin (Non-Reflective).jpg
Air Jordan 4 Retro University Blue PS,Jordan,85,2021-04-28,84,128,377,26,0.390521,3340,-0.047,113,81,feetflix/Jordan 4 Retro University Blue PS.jpg
adidas Yeezy Boost 350 V2 Yeezreel (Non-Reflective),adidas,220,2019-12-14,237,305,500,172,0.167085,3298,0.091,281,240,feetflix/adidas Yeezy Boost 350 V2 Yeezreel (Non-Reflective).jpg
Nike Air Max 90 Iron Grey,Nike,120,2020-01-09,81,95,204,30,0.15254,3281,-0.392,93,73,feetflix/Nike Air Max 90 Iron Grey.jpg
Air Jordan 1 Low Triple Black,Nike,90,2020-08-17,96,115,263,46,0.076771,2845,0.222,121,110,feetflix/Jordan 1 Low Triple Black.jpg
Air Jordan 1 Mid Paris White,Jordan,130,2022-03-23,135,142,363,40,0.354819,2595,0.154,170,150,feetflix/Jordan 1 Mid Paris White.jpg
adidas Yeezy Boost 350 V2 Earth,adidas,220,2020-02-22,351,500,747,250,0.065156,2333,1.045,454,450,feetflix/adidas Yeezy Boost 350 V2 Earth.jpg
Nike Kyrie 4 Low Keep Sue Fresh Dynasty,Nike,110,2021-09-25,120,152,335,26,0.333915,2097,0.209,131,133,feetflix/Nike Kyrie 4 Low Keep Sue Fresh Dynasty.jpg
Puma MB1 Queen City GS,Puma,90,2022-03-18,148,188,256,65,0.130384,1906,1.444,130,220,feetflix/Puma MB1 Queen City GS.jpg
Alexander McQueen Oversized Ivory Black,Alexander McQueen,490,2019-03-02,405,405,657,231,0.142653,1788,-0.084,429,449,feetflix/Alexander McQueen Oversized Ivory Black.jpg
Nike Dunk High Next Nature Toasty Rattan,Nike,130,2021-11-05,99,142,485,96,0.148732,1498,-0.031,157,126,feetflix/Nike Dunk High Next Nature Toasty Rattan.jpg
Nike Air Max 1 AMD La Ville Lumière (W),Nike,160,2022-03-26,113,226,526,100,0.186685,1398,1.025,191,324,feetflix/Nike Air Max 1 AMD La Ville Lumière (W).jpg
New Balance 990v5 Grey GS,New Balance,90,2019-05-04,95,88,255,41,0.167348,1215,0.1,116,99,feetflix/New Balance 990v5 Grey GS.jpg
Nike Air Max 95 NH Ironstone,Nike,185,2022-02-09,104,165,250,101,0.118877,857,-0.357,157,119,feetflix/Nike Air Max 95 NH Ironstone.jpg
New Balance 550 White Burgundy,New Balance,100,2022-04-30,149,205,271,130,0.168909,832,0.84,181,184,feetflix/New Balance 550 White Burgundy.jpg
New Balance 2002R J. Crew Incense,New Balance,140,2021-09-20,101,128,375,80,0.128344,773,-0.286,152,100,feetflix/New Balance 2002R J. Crew Incense.jpg
New Balance 452 White Black (W),New Balance,0,2020-04-03,74,80,237,50,0.047379,587,0.198,118,91,feetflix/New Balance 452 White Black (W).jpg
New Balance 2002R Grey,New Balance,150,2022-01-01,118,147,319,88,0.198876,451,-0.16,164,126,feetflix/New Balance 2002R Grey.jpg
Nike Air Force 1 Low '07 Pecan,Nike,100,2022-04-01,93,119,226,87,0.134771,448,0.29,133,129,feetflix/Nike Air Force 1 Low '07 Pecan.jpg
Air Jordan 11 Retro Low 72-10 (TD),Jordan,60,2022-05-14,60,67,143,60,0.084237,411,0.1,77,66,feetflix/Jordan 11 Retro Low 72-10 (TD).jpg
Nike ZoomX Vaporfly Next% 2 White Pink,Nike,250,2022-05-01,117,117,323,100,0.106001,338,-0.56,155,110,feetflix/Nike ZoomX Vaporfly Next% 2 White Pink.jpg
Nike Air Max 1 Travis Scott Cactus Jack Baroque Brown (TD),Nike,70,2022-05-27,117,117,242,105,0.0662,281,0.657,144,116,feetflix/Nike Air Max 1 Travis Scott Cactus Jack Baroque Brown (TD).jpg
Nike Air Max Koko Serena Williams Design Crew (W),Nike,100,2022-05-01,102,85,205,60,0.132473,73,-0.05,113,95,feetflix/Nike Air Max Koko Serena Williams Design Crew (W).jpg
Nike Air Force 1 Low Cut-Out White Grey Black Swoosh,Nike,100,2022-04-16,120,114,261,108,0.168395,66,0.25,165,125,feetflix/Nike Air Force 1 Low Cut-Out White Grey Black Swoosh.jpg
Nike KD 15 Psychic Purple,Nike,150,2022-05-01,175,165,254,145,0.070374,44,0.2,185,180,feetflix/Nike KD 15 Psychic Purple.jpg
Nike Air Max 1 Safari Cobblestone,Nike,160,2022-05-01,252,280,635,246,0.102484,18,1.381,320,381,feetflix/Nike Air Max 1 Safari Cobblestone.jpg
Nike Dunk High Game Royal,Nike,110,2021-06-29,173,205,334,0,0.13015,15083,0.5,178,165,feetflix/Nike Dunk High Game Royal.jpg
Nike Dunk Low Sail Light Bone (W),Nike,100,2021-09-20,254,270,466,129,0.14009,10345,1.54,222,254,feetflix/Nike Dunk Low Sail Light Bone (W).jpg
Air Jordan 5 Retro Raging Bull Red 2021 GS,Jordan,140,2021-04-10,100,147,268,67,0.186828,8875,0.129,148,158,feetflix/Jordan 5 Retro Raging Bull Red 2021 GS.jpg
Nike Dunk Low Retro Black Hyper Cobalt 2021,Nike,100,2021-02-18,182,200,344,123,0.13326,8704,1.43,198,243,feetflix/Nike Dunk Low Retro Black Hyper Cobalt 2021.jpg
Air Jordan 3 Retro Pine Green GS,Jordan,140,2021-10-30,150,161,277,25,0.107322,8015,0.371,176,192,feetflix/Jordan 3 Retro Pine Green GS.jpg
adidas Yeezy 700 V3 Kyanite,adidas,200,2021-03-25,229,290,594,139,0.070146,7880,0.385,269,277,feetflix/adidas Yeezy 700 V3 Kyanite.jpg
Nike Dunk Low Retro Medium Grey Varsity Red UNLV 2021,Nike,110,2021-02-18,222,290,412,139,0.177862,6482,0.818,240,200,feetflix/Nike Dunk Low Retro Medium Grey Varsity Red UNLV 2021.jpg
adidas Yeezy Boost 350 V2 Cinder,adidas,220,2020-03-21,342,405,646,254,0.099835,4425,0.877,426,413,feetflix/adidas Yeezy Boost 350 V2 Cinder.jpg
adidas Yeezy Boost 350 V2 Yecheil (Non-Reflective),adidas,220,2019-12-20,284,400,620,245,0.157685,4057,0.418,371,312,feetflix/adidas Yeezy Boost 350 V2 Yecheil (Non-Reflective).jpg
Nike Vaporwaffle sacai Dark Iris,Nike,180,2021-04-29,280,360,624,185,0.17989,3861,0.661,322,299,feetflix/Nike Vaporwaffle sacai Dark Iris.jpg
Nike Dunk Low EMB NBA 75th Anniversary Knicks,Nike,110,2022-02-01,117,129,319,99,0.060333,3732,0.164,141,128,feetflix/Nike Dunk Low EMB NBA 75th Anniversary Knicks.jpg
Nike Air Force 1 High White,Nike,100,2014-05-23,124,110,342,47,0.118727,3548,0.42,135,142,feetflix/Nike Air Force 1 High White.jpg
New Balance 550 Sea Salt Black,New Balance,100,2022-04-07,178,264,860,133,0.17123,3533,1.66,228,266,feetflix/New Balance 550 Sea Salt Black.jpg
Air Jordan 1 Retro High Shattered Backboard 3.0,Jordan,160,2019-10-26,321,430,806,215,0.18516,3511,1.312,409,370,feetflix/Jordan 1 Retro High Shattered Backboard 3.0.jpg
Air Jordan 4 Retro Starfish (W),Jordan,200,2021-01-22,137,240,398,80,0.215397,3308,0.43,218,286,feetflix/Jordan 4 Retro Starfish (W).jpg
adidas Yeezy Boost 350 V2 Desert Sage,adidas,220,2020-03-14,240,290,491,120,0.098248,3112,0.341,304,295,feetflix/adidas Yeezy Boost 350 V2 Desert Sage.jpg
Nike SB Dunk High Supreme By Any Means Black,Nike,128,2022-03-03,228,326,682,206,0.112304,3081,1.008,309,257,feetflix/Nike SB Dunk High Supreme By Any Means Black.jpg
Nike Dunk High 1985 SP Orange Acid Wash,Nike,130,2022-02-23,100,151,280,50,0.140418,2927,-0.023,152,127,feetflix/Nike Dunk High 1985 SP Orange Acid Wash.jpg
Air Jordan 12 Retro Black University Gold,Jordan,190,2020-07-24,269,350,596,100,0.06356,2750,0.474,287,280,feetflix/Jordan 12 Retro Black University Gold.jpg
Nike Dunk Low Valentine's Day 2022 (W),Nike,120,2022-02-12,115,170,1600,86,0.104231,2721,0.142,169,137,feetflix/Nike Dunk Low Valentine's Day 2022 (W).jpg
Nike Air Max 90 Recraft Wolf Grey,Nike,120,2020-02-14,129,154,275,50,0.15748,2583,0.158,143,139,feetflix/Nike Air Max 90 Recraft Wolf Grey.jpg
adidas Ultra Boost 21 Triple White,adidas,180,2021-02-04,81,110,154,30,0.170113,2506,-0.556,97,80,feetflix/adidas Ultra Boost 21 Triple White.jpg
adidas Forum 84 Low Orbit Grey,adidas,130,2021-06-18,114,150,271,34,0.226062,2325,0.092,137,142,feetflix/adidas Forum 84 Low Orbit Grey.jpg
Crocs Classic Clog Bieber with drew house,Crocs,55,2020-10-13,64,96,246,35,0.237581,2167,0.582,78,87,feetflix/Crocs Classic Clog Bieber with drew house.jpg
Nike Kyrie 4 Low Keep Sue Fresh Dynasty,Nike,110,2021-09-25,120,152,335,26,0.408058,2095,-0.009,131,109,feetflix/Nike Kyrie 4 Low Keep Sue Fresh Dynasty.jpg
Air Jordan 5 Low Girls That Hoop (W),Jordan,170,2022-02-11,123,143,462,65,0.153417,1786,-0.229,181,131,feetflix/Jordan 5 Low Girls That Hoop (W).jpg
Nike Cortez Basic Forrest Gump (2019),Nike,75,2019-01-01,100,161,276,47,0.253276,1711,0.92,95,144,feetflix/Nike Cortez Basic Forrest Gump (2019).jpg
Nike Air Trainer 1 SP Coriander,Nike,150,2022-02-11,80,189,295,75,0.300948,1694,-0.387,156,92,feetflix/Nike Air Trainer 1 SP Coriander.jpg
Nike Air Force 1 Low Pixel White (W),Nike,100,2020-10-22,87,78,228,25,0.130568,1624,0.18,105,118,feetflix/Nike Air Force 1 Low Pixel White (W).jpg
Nike Dunk Low SE Toasty Rift Blue GS,Nike,85,2022-03-02,79,102,289,40,0.13785,1421,0.294,118,110,feetflix/Nike Dunk Low SE Toasty Rift Blue GS.jpg
Nike Air Max 90 Metallic Silver (2020) (W),Nike,160,2020-03-26,63,99,232,40,0.231058,1389,-0.294,92,113,feetflix/Nike Air Max 90 Metallic Silver (2020) (W).jpg
adidas NMD R1 Primeblue Triple Black,adidas,140,2021-06-06,87,80,283,31,0.075037,1271,-0.3,103,98,feetflix/adidas NMD R1 Primeblue Triple Black.jpg
Nike Air Huarache Triple Red,Nike,110,2015-11-21,92,129,407,55,0.149841,1052,-0.1,123,99,feetflix/Nike Air Huarache Triple Red.jpg
Nike M2K Tekno Summit White (W),Nike,115,2019-01-01,80,180,269,25,0.079933,1031,-0.217,111,90,feetflix/Nike M2K Tekno Summit White (W).jpg
adidas Samba Black White Gum,adidas,80,2018-06-01,88,125,250,25,0.260395,984,0.212,110,97,feetflix/adidas Samba Black White Gum.jpg
Nike Air Force 1 Low '07 White Pine Green,Nike,110,2021-11-26,112,109,251,85,0.151857,974,0.064,117,117,feetflix/Nike Air Force 1 Low '07 White Pine Green.jpg
Under Armour Curry Flow 9 Sesame Street Cookie Monster,Under Armour,160,2021-11-18,170,200,417,43,0.085099,898,0.188,198,190,feetflix/Under Armour Curry Flow 9 Sesame Street Cookie Monster.jpg
Nike KD 14 Seasonal Black Laser Crimson,Nike,150,2022-03-01,117,180,399,84,0.260728,766,0.0,168,150,feetflix/Nike KD 14 Seasonal Black Laser Crimson.jpg
Nike M2K Tekno Cool White (W),Nike,90,2018-11-17,100,135,259,51,0.193268,745,-0.033,138,87,feetflix/Nike M2K Tekno Cool White (W).jpg
adidas NMD R1 Black Carbon Metallic,adidas,140,2021-07-01,92,160,286,30,0.168902,665,-0.186,145,114,feetflix/adidas NMD R1 Black Carbon Metallic.jpg
Air Jordan Zion 1 Naruto Sage of the Six Paths,Jordan,130,2022-05-18,140,220,474,130,0.16965,622,0.477,192,192,feetflix/Jordan Zion 1 Naruto Sage of the Six Paths.jpg
